"Abrev";"all_species";"Planted";"LMA";"Height";"Dur_flowering";"Entomophily";"Zooc";"Resprouter";"Woody";"Undesired";"X1";"X3";"X4";"X6";"X7";"X8";"X9";"X10";"X11";"X13";"X14";"X16";"X17";"X19";"X20";"X21";"X22";"X27";"X28";"X29";"X30";"X36";"X37";"X38";"X39";"X43";"X44";"X45";"X46";"X47";"X48";"X51";"X52";"X53";"X55";"X56";"X57";"X58";"X60";"X61";"X62";"X63";"X65";"X69";"X71";"X74";"X75";"X76";"X79";"X80";"X1VN";"X3.1VN";"X3.2VN";"X4VN";"X5.1VN";"X5.2VN";"X6VN";"CTM1";"CTM2";"CTM3";"CTM4";"CTM5";"CTM6";"PE10";"PE11";"PE13.1";"PE13.2";"PE14";"PE20";"UECN1";"UECN2";"UECN3";"UECR1";"UECR2";"UECR3";"UEMA1";"UEMA2";"UEMA3"
"Gapar";"Galium aparine";0;0,03725782414307;150;4;1;1;0;0;0;0;0;0;0;0;0,005961519;0;0;0;0;0;0;0;0;0;0;0;0;0;0,027839306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Gminu";"Galium minutulum";0;0,03725782414307;10;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005492996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Gmura";"Galium murale";0;0,0480538202787122;5,1;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,032973798;0;0;0,061499913;0;0;0;0,009533746;0;0;0;0,064593237;0;0,00398648;0;0;0
"Gtour";"Genista tournefortii";0;0,0459664444955183;170;2;1;0;0;1;0;0;0;0;0;0,018690155;0;0,045616067;0;0;0;0;0;0;0;0;0;0;0,053790984;0;0;0;0;0;0;0;0,002409177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,052664339;0;0;0;0;0;0;0;0;0;0;0,005411406;0;0;0;0
"Geof1";"Geof1";0;0,0461871576891634;40,56374969;4;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,012389655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Grobe";"Geranium robertianum";0;0,0305970802980902;21,7;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01458671;0;0,007809584;0;0;0,003074996;0,039434859;0,011979426;0;0;0;0;0;0;0;0;0;0,044829957;0
"Grotu";"Geranium rotundifolium";0;0,036895182807132;17,5;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,031029133;0,016478989;0;0;0;0;0;0,018449974;0;0;0;0;0;0;0;0;0;0;0;0,019212839;0
"Gilly";"Gladiolus illyricus";0;0,0501504513540622;30;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,011297307;0;0;0,01458671;0;0,015619168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Gram1";"Gram_ni1";0;0,405728891954396;32,21899;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,116153012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Hstoe";"Helichrysum stoechas";1;0,0716332378223496;68;5;1;0;0;1;0;0,003341572;0,001295696;0;0;0,007188521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,019097131;0;0;0;0;0
"Iproc";"Iberis procumbens";0;0,0291375291375291;20;5;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,002948693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Jfrut";"Jasminum fruticans";0;0,0788022064617809;110;4;1;1;1;1;0;0;0;0;0;0;0;0;0,037787246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001927342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005484461;0,037209302;0;0;0;0;0,003620066;0;0,007293355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Jphoe";"Juniperus phoenicea";1;0,170940170940171;470;3;0;1;0;1;0;0,078109235;0;0;0;0;0;0;0,012476921;0;0;0,163145748;0;0;0;0;0,095160019;0,053014347;0;0;0,028224181;0;0;0,052581275;0;0;0,001204589;0,016518308;0;0;0;0,046656226;0,038887709;0;0,003008242;0;0;0,036585366;0,015394332;0,039411174;0,198378101;0;0;0;0,00559279;0,028378378;0,052931505;0,072578333;0,012348906;0;0,07456979;0,001948811;0,139853748;0,239534884;0;0,065264399;0;0;0,108084813;0;0;0;0;0;0;0,087637376;0,021294824;0,088448095;0,109543111;0,008171782;0,084965035;0;0;0,022467213;0,035174138;0,065378276;0;0;0
"Lstoe";"Lavandula stoechas";0;0,0806451612903226;80;7;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,008259154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Lcret";"Lavatera cretica";0;0,0477970471228052;90;5;1;0;1;0;0;0;0;0;0;0;0,00149038;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Lolbi";"Lavatera olbia";0;0,0477970471228052;200;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,052910053;0;0;0;0,004437049;0;0;0,002881844;0;0;0;0;0,403603604;0;0;0;0;0;0;0;0;0,185468451;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Ltara";"Leontodon taraxacoides";0;0,0564812199943519;13,59561404;4;1;0;0;0;0;0;0;0,011891462;0;0;0,002980759;0,002172194;0,001188278;0;0;0;0,089605735;0;0;0;0;0;0;0;0;0;0,00816771;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,031604538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Limpl";"Lonicera implexa";1;0,091743119266055;225;4;1;1;1;1;0;0;0;0;0;0,001150163;0;0;0,005347252;0,041664713;0;0,003666197;0;0;0;0;0;0;0;0;0;0,428998036;0,036754696;0;0;0;0,013250474;0;0;0;0;0,00622083;0;0;0;0;0;0;0;0;0,01074804;0;0;0;0;0;0;0;0;0;0;0,007795245;0;0,048837209;0,10102928;0,00393159;0;0;0,064644027;0;0;0;0;0;0;0;0,005915229;0;0,00494018;0;0;0;0;0;0;0;0;0;0
"Ljapo";"Lonicera japonica";0;0,0869565217391304;95;5;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,039332449;0;0;0;0;0;0;0;0;0;0;0
"Mpoly";"Medicago polymorpha";0;0,044474093840338;21,55;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,102362205;0,011791568;0;0;0,063068526;0;0,260864671;0,242308739;0;0,224899598;0;0;0;0,027691243;0;0,032682283;0;0;0;0;0,002681325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,024924396;0;0
"Mcili";"Melica ciliata";0;0,0401606425702811;70;2;0;1;1;0;0;0;0;0;0;0;0;0;0,043966293;0,00860229;0;0;0;0;0;0;0;0;0;0;0;0,003598133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Mminu";"Melica minuta";0;0,184672206832872;42;2;0;0;0;0;0;0;0;0;0;0;0;0;0,016635895;0;0;0;0;0,008938547;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,026841399;0,009646354;0;0;0;0;0;0;0;0;0;0;0,015296367;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Marve";"Moricandia arvensis";0;0,105820105820106;34,82;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0,193548387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Mcomm";"Myrtus communis";1;0,109575531783753;260;3;1;1;1;1;0;0,175850204;0;0;0,085729891;0,03076687;0,005695718;0,014662307;0,034400653;0,132569542;0,022950087;0,119151389;0;0;0;0;0,006206088;0;0;0,009096422;0,010263339;0;0;0,105162551;0,036144578;0,02970297;0;0,016518308;0;0;0,110173696;0;0,01296257;0;0;0,008043974;0;0;0;0,17303382;0,056811066;0,027027027;0;0;0;0;0,230228626;0;0;0;0,04875717;0;0;0;0;0;0;0;0;0;0;0;0;0,006906798;0;0,012761232;0;0;0,027278383;0,037794492;0;0;0;0,019771147;0,025974748;0,019932401;0,013957662;0;0
"Nsalz";"Narduroides salzmannii";0;0,0377861831042861;40;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,052063892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Oeuro";"Olea europaea";0;0,170265903410026;890;3;0;1;1;1;0;0;0;0,001278652;0,077156902;0,030191789;0,092840209;0;0,016041756;0,020201073;0;0,051693372;0;0;0;0;0,012412176;0;0,311987705;0,029108551;0,082106709;0;0,056765587;0;0,02811245;0,095049505;0,078298253;0,034963751;0;0;0;0;0,080367932;0,06655574;0,030082423;0;0;0,018292683;0,004736717;0,078822347;0,001535434;0;0,018203883;0;0,051733305;0;0,098368284;0,090722917;0;0;0,143403442;0;0;0;0;0;0;0,11777443;0;0,074979401;0,247974068;0;0,017451584;0,019511706;0,221702526;0,030749956;0,047321831;0,151739396;0,003221856;0,036773019;0,051398601;0,07147995;0;0,044934426;0,006493687;0,077337717;0;0,025617118;0,135567168
"Olini";"Omphalodes linifolia";0;0,0435198885890852;40;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,115384615;0;0;0;0;0;0;0;0
"Onatr";"Ononis natrix";1;0,0443271221559532;70;9;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007277138;0;0;0;0;0;0;0;0;0;0;0,018921322;0;0;0;0;0,107252983;0;0;0;0;0;0;0;0,0656;0;0,002457002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,037418148;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Orecl";"Ononis reclinata";0;0,0445235975066785;15;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,009724473;0;0,005206389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Ovisc";"Ononis viscosa";0;0,0445235975066785;30;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,012299983;0;0;0;0;0;0;0;0;0;0;0,022431956;0,012808559;0
"Oapif";"Ophrys apifera";0;0,0555555555555556;80;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003993142;0;0;0;0;0;0;0;0;0;0,016010699;0
"Ovulg";"Origanum vulgare";0;0,0405302146468009;25;4;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,018192844;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Oalba";"Osyris alba";0;0,114942528735632;150;5;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,040810179;0;0;0;0;0;0;0;0;0;0
"Olanc";"Osyris lanceolata";0;0,352485019386676;500;12;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,004862237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Psaxa";"Phagnalon saxatile";1;0,172413793103448;85;7;1;0;0;1;0;0;0;0;0;0,002875408;0;0;0,009803295;0;0;0;0;0,05027933;0;0;0;0,022720434;0;0;0;0;0;0;0;0;0;0;0,031152648;0;0,025801802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,004493443;0;0;0;0;0
"Pangu";"Phillyrea angustifolia";1;0,19047619047619;370;3;0;1;0;1;0;0,010024715;0;0,035162925;0,04172188;0,040255718;0,00768922;0;0,009803295;0,018938506;0;0,058659145;0;0;0,003480136;0,062992126;0,04758001;0,063112318;0;0,018192844;0,028224181;0,003968529;0,061257827;0;0;0;0,011804967;0;0,036344756;0;0,021673514;0,040435396;0;0,079866889;0;0;0;0,032926829;0;0,028150838;0,082913448;0;0,013652913;0;0;0,012899263;0,008197357;0,011165897;0;0;0;0,126088086;0;0;0,145398221;0,062905445;0,101285427;0;0,014221686;0,059049712;0;0,018097728;0,002908597;0,089270371;0;0,033824952;0,058442461;0;0,006443712;0,021655222;0,127972028;0,036414314;0,05255867;0,074141803;0,040044403;0,022324289;0,045860889;0,065323652;0,115848307
"Plati";"Phillyrea latifolia";0;0,107642626480086;350;3;0;1;1;1;0;0;0;0;0;0;0,014239296;0;0,053116035;0,001262567;0;0;0;0;0;0;0;0;0,071721311;0;0;0,013493;0;0;0;0;0,010600379;0;0;0;0;0;0;0;0;0;0;0;0;0,018767226;0;0;0;0;0;0;0;0,016748846;0;0;0;0;0,106946984;0,194186047;0,022484261;0,050127777;0;0,169459612;0,018100328;0;0,070502431;0,038206314;0;0,027627194;0;0,003536245;0;0;0,003221856;0;0,112237762;0,051249775;0;0;0;0,009567553;0,05981855;0;0,007394573
"Ppurp";"Phlomis purpurea";1;0,11001100110011;250;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,311097635;0;0;0;0;0;0,083168317;0;0;0,286085151;0;0,025801802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,004872028;0;0;0;0;0,00232306;0;0;0,002746498;0;0;0,046246698;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Pechi";"Picris echioides";0;0,0392156862745098;90;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,079207921;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,204936946;0
"Phier";"Picris hieracioides";0;0,0510204081632653;9,1;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,02917342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Phale";"Pinus halepensis";1;0,166112956810631;1300;3;0;0;0;1;1;0,315395526;0,404411702;0,351915318;0,374850013;0,263416205;0,478015893;0,528959799;0,552732091;0,409758314;0,531676148;0,316236005;0;0;0,009321389;0;0,273557276;0,644046529;0;0;0,500431992;0,040171462;0;0,36026115;0;0;0,595981012;0;0;0;0,027516622;0,009851205;0,509150694;0;0,012293784;0;0;0;0;0,296867126;0,342281399;0;0;0;0,597319137;0;0,539230469;0,694240509;0,684803236;0,563331459;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007838396;0;0,119782496;0,053799994;0,083640466;0,149358361;0,281972754;0;0;0;0,455619429;0,290925452;0,329474023;0;0,009257952;0,041581202
"Ppine";"Pinus pinea";1;0,164203612479475;1800;3;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,023830791;0;0;0;0;0;0;0;0;0;0;0;0;0;0,036738016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,259747481;0;0;0;0
"Pmili";"Piptatherum miliaceum";1;0,0551571980143409;130;8;0;1;0;0;0;0;0;0,007927641;0;0;0;0,006516581;0,022577286;0,00860229;0,145339624;0;0,021505376;0,026815642;0,102083979;0;0,233473039;0;0,023907104;0,160097028;0;0;0;0;0,302543507;0;0;0,060567129;0;0;0;0,425090058;0;0,237382141;0,180494537;0;0;0,004878049;0;0;0,038324438;0;0;0;0;0;0;0;0;0;0,066921606;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01996571;0;0;0;0;0;0;0;0;0;0;0
"Plent";"Pistacia lentiscus";1;0,130718954248366;370;2;1;1;1;1;0;0;0;0;0,091445217;0;0,024206803;0,006516581;0,021210766;0;0;0;0;0;0,034801356;0;0;0;0;0;0;0;0;0;0;0;0,006745696;0;0;0;0;0;0,090737988;0;0,012032969;0;0;0;0,021315229;0,012761713;0,026102382;0;0;0;0,010253448;0;0,01171051;0,026519006;0;0;0;0,125698324;0;0,058139535;0,119916059;0,036367211;0,011615301;0;0,052749526;0,127986817;0,167747164;0,012065152;0,027049955;0;0;0;0;0;0,00536976;0,005107364;0,057692308;0,005394713;0,009778357;0;0;0,005581072;0,043866937;0,085817346;0,078875443
"Pltgo";"Plantago sp.";0;0,0443840426938983;35,412;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,019448947;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Pmari";"Polypogon maritimus";0;0,0377861822476087;30;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0,027035769;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,046846847;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Pbitu";"Psoralaea bituminosa";0;0,0542593597395551;26;5;1;1;0;0;0;0,108601076;0,348398279;0;0;0;0,011923037;0,089059941;0;0,068818322;0,168781499;0;0,039426523;0,299441341;0,041761628;0,167979003;0,101407481;0,159884538;0;0;0,011931131;0,053972001;0,046283692;0,20565121;0,093708166;0;0,005059272;0,029365881;0;0;0,2304961;0,230170715;0,060491992;0;0;0,512132994;0,21037464;0,170731707;0,183153075;0;0;0,021621622;0,26092233;0,1312;0,003107105;0,132678133;0;0,016748846;0;0,197080492;0,030592734;0;0;0;0,055960827;0;0;0;0;0;0,04376013;0;0;0;0;0,073799896;0,023660915;0,125783973;0;0,143006185;0;0;0,010185789;0,067401639;0;0,019932401;0,009969758;0;0
"Podor";"Pulicaria odora";0;0,0702247191011236;30;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,058973855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,107271683;0
"Qcocc";"Quercus coccifera";1;0,0681198910081744;420;3;0;1;1;1;0;0;0;0;0;0,065271772;0;0,007819897;0;0;0;0;0;0;0;0;0;0;0,007684426;0;0;0;0,004083855;0;0;0;0;0,049554923;0;0;0;0,037324981;0,005185028;0;0;0,012065961;0;0;0;0;0;0,021621622;0;0;0,037751331;0;0;0;0;0;0,065965583;0,120631415;0,366087751;0,081395349;0,150494654;0,313544329;0,376103454;0,093202787;0,067229788;0,317220544;0,04376013;0,239694349;0,143393848;0,049728949;0;0;0;0;0,006443712;0;0,121678322;0,346610322;0,335642112;0,004493443;0;0;0,009969758;0,06276194;0,05176201
"Qfagi";"Quercus faginea";1;0,100831862868666;2000;4;0;0;1;1;0;0;0;0;0;0;0,015663225;0;0;0,025251341;0,07540743;0;0;0;0;0;0;0;0;0;0,053882528;0;0;0;0;0;0;0;0;0;0;0;0;0;0,063173088;0;0;0;0;0;0;0;0;0;0;0;0;0,020936058;0,014051853;0;0,037284895;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,026027007;0;0;0;0;0;0;0;0,017316499;0;0;0;0,048064723
"Rrugo";"Rapistrum rugosum";0;0,0846023688663283;80;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,07019232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Rmono";"Retama monosperma";1;0,0736919675755343;340;4;1;1;0;1;0;0;0,103655686;0;0;0,028754084;0;0;0;0;0;0,018330983;0;0,083798883;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,03789374;0,041287896;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,016838167;0,024599965;0,094643662;0;0,056704669;0;0;0;0;0;0;0;0;0;0
"Ralat";"Rhamnus alaternus";0;0,104166666666667;370;4;1;1;1;1;0;0;0;0;0;0;0;0;0,013546371;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,023983212;0;0;0;0;0;0,002431118;0,004021717;0;0,003108059;0;0;0;0;0;0;0;0;0;0;0;0;0,03589113;0;0
